x,y,theta,u,v,action
173.36251578739572,-185.12610139662374,3,0.007695336117563175,0.007695336117563175,-1
168.1564504592797,-185.39893971927273,6,0.018214863322394897,0.018214863322394897,-1
160.5431456374015,-186.19913030042073,3,0.033632811654373714,0.033632811654373714,1
149.5354310328617,-186.77602017782618,0,0.04132619722208685,0.04132619722208685,1
139.36918651623085,-186.77602017782618,-3,0.04132619722208685,0.04132619722208685,1
123.86516001983523,-185.96348857920464,0,0.02991695876112451,0.02991695876112451,-1
113.00530398954855,-185.96348857920464,3,0.02991695876112451,0.02991695876112451,-1
100.39449860219365,-186.6243928845265,6,0.039442102797340776,0.039442102797340776,-1
92.6811083478367,-187.4351028685164,3,0.04864060756489424,0.04864060756489424,1
75.73833738613277,-188.32303586952045,0,0.05704052854188715,0.05704052854188715,1
58.626178823565766,-188.32303586952045,-3,0.05704052854188715,0.05704052854188715,1
41.788970297760315,-187.44063516135753,-6,0.048692943521137184,0.048692943521137184,1
30.072303457706553,-186.20916385327098,-3,0.03374537327386281,0.03374537327386281,-1
19.397204454139587,-185.64970562086742,0,0.024063221368917705,0.024063221368917705,-1
9.988484898892974,-185.64970562086742,3,0.024063221368917705,0.024063221368917705,-1
2.1377807650986167,-186.0611435903278,0,0.031468759177294636,0.031468759177294636,1
-6.484659249480114,-186.0611435903278,-3,0.031468759177294636,0.031468759177294636,1
-14.495448000177786,-185.64131594159818,-6,0.023880045522067392,0.023880045522067392,1
-19.404110080611527,-185.12539476745658,-9,0.007312284094144396,0.007312284094144396,1
-18.925819339168616,-185.20114857885264,-6,-0.011303417245643101,-0.011303417245643101,-1
-12.119464528941387,-185.9165252961284,-3,-0.02902099176951028,-0.02902099176951028,-1
0.1656558260167198,-186.56036117215663,0,-0.03854613580572654,-0.03854613580572654,-1
14.504818345746925,-186.56036117215663,3,-0.03854613580572654,-0.03854613580572654,-1
24.317181854189705,-186.0461169911612,0,-0.031166765975471085,-0.031166765975471085,1
32.576374837689364,-186.0461169911612,-3,-0.031166765975471085,-0.031166765975471085,1
47.41356172313313,-186.8237010066348,0,-0.0418171330709107,-0.0418171330709107,-1
62.258643963305175,-186.8237010066348,3,-0.0418171330709107,-0.0418171330709107,-1
75.88411018596838,-186.1096205802089,6,-0.03216114914408707,-0.03216114914408707,-1
85.40124336677081,-185.10932957531907,9,-0.005715447937370867,-0.005715447937370867,-1
57.140367311449936,-189.58541261242218,6,0.06710479553885601,0.06710479553885601,1
34.2773326391327,-191.98841438750873,3,0.08309765041880904,0.08309765041880904,1
7.47480923897381,-193.3930751180928,0,0.09115738768022066,0.09115738768022066,1
-20.328194003493454,-193.3930751180928,-3,0.09115738768022066,0.09115738768022066,1
-43.61485070523116,-192.17267315342818,-6,0.08419670549991062,0.08419670549991062,1
-65.63626585704908,-189.85812915442835,-9,0.06909234255773276,0.06909234255773276,1
-81.37686412444374,-187.3650633074731,-12,0.0477390380797414,0.0477390380797414,1
-88.01149693469745,-185.95482856938247,-9,0.02944280928777887,0.02944280928777887,-1
-93.19816796714294,-185.13334058076057,-6,0.0066033773919049465,0.0066033773919049465,-1
-92.14808935981686,-185.2437082897524,-3,-0.012368538691174118,-0.012368538691174118,-1
-82.90185730270268,-185.72828277860143,0,-0.025243183926938743,-0.025243183926938743,-1
-72.42593597302589,-185.72828277860143,3,-0.025243183926938743,-0.025243183926938743,-1
-63.74727650314301,-185.27345350863112,0,-0.013493761750397393,-0.013493761750397393,1
-59.483247790017714,-185.27345350863112,-3,-0.013493761750397393,-0.013493761750397393,1
-55.80625821120048,-185.46615636690382,0,-0.01935538884960726,-0.01935538884960726,-1
-49.08993828038786,-185.46615636690382,3,-0.01935538884960726,-0.01935538884960726,-1
-43.08181477544398,-185.15128395635145,6,-0.007710638585552187,-0.007710638585552187,-1
-44.26291277356263,-185.27542235821753,3,0.013508639457781416,0.013508639457781416,1
-49.661394548588895,-185.5583447995466,0,0.02156837671919504,0.02156837671919504,1
-56.369159708258465,-185.5583447995466,-3,0.02156837671919504,0.02156837671919504,1
-62.152145147865,-185.25527137503065,-6,0.012723600114137272,0.012723600114137272,1
-63.35394408059411,-185.12895721726306,-9,-0.005882466347505007,-0.005882466347505007,1
-58.52168004440157,-185.89431265213523,-6,-0.028252594848258226,-0.028252594848258226,-1
-45.8176368236268,-187.22956139963685,-3,-0.04617922629866071,-0.04617922629866071,-1
-23.33657810619147,-188.40774376294928,0,-0.057536128803380104,-0.057536128803380104,-1
-2.1632827065475624,-188.40774376294928,3,-0.057536128803380104,-0.057536128803380104,-1
18.91158902402412,-187.30325653687507,6,-0.04696426564230491,-0.04696426564230491,-1
37.47026275912058,-185.35266132640254,9,-0.015919312051811976,-0.015919312051811976,-1
37.124781203074704,-185.4073802292993,6,0.01747944623427748,0.01747944623427748,1
29.463627319331888,-186.21259994950276,3,0.03331550841932691,0.03331550841932691,1
18.096867679499674,-186.80830657987045,0,0.04129674174637625,0.04129674174637625,1
5.336174479869608,-186.80830657987045,-3,0.04129674174637625,0.04129674174637625,1
-6.287832913852262,-186.19911816599583,-6,0.03310616459435512,0.03310616459435512,1
-16.083432783350126,-185.16955913274367,-3,0.008071597641752234,0.008071597641752234,-1
-17.301600375855042,-185.1057176744259,0,-0.0010348587445199353,-0.0010348587445199353,-1
-16.763473828703876,-185.1057176744259,-3,-0.0010348587445199353,-0.0010348587445199353,1
-15.081205548558884,-185.19388161914657,-6,-0.009434779721512342,-0.009434779721512342,1
-9.919473835147256,-185.7364014835313,-3,-0.02511404921166029,-0.02511404921166029,-1
1.3277020599616525,-186.32584099539972,0,-0.03492704100721276,-0.03492704100721276,-1
15.577934790904552,-186.32584099539972,3,-0.03492704100721276,-0.03492704100721276,-1
27.57981818281828,-185.6968489396155,6,-0.024302841889894615,-0.024302841889894615,-1
32.79080408929784,-185.14915225093472,9,-0.006480738902759783,-0.006480738902759783,-1
32.17619742726242,-185.24649638312135,6,0.011743876274427141,0.011743876274427141,1
27.42624119219964,-185.7457369007531,3,0.025228048035954374,0.025228048035954374,1
16.796773061741607,-186.30280372043023,0,0.034543848247198854,0.034543848247198854,1
5.39730314016615,-186.30280372043023,-3,0.034543848247198854,0.034543848247198854,1
-4.867775300300967,-185.76483375519913,-6,0.025594399729655,0.025594399729655,1
-11.08404919819979,-185.11147704095845,-3,-0.0005899803188920973,-0.0005899803188920973,-1
-9.20379427877265,-185.21001702577163,0,-0.009931948508257486,-0.009931948508257486,-1
-5.082035647845842,-185.21001702577163,3,-0.009931948508257486,-0.009931948508257486,-1
-3.230108191489175,-185.1129616203907,0,-0.0011656758375644806,-0.0011656758375644806,1
-2.885068143570101,-185.1129616203907,-3,-0.0011656758375644806,-0.0011656758375644806,1
-0.9643276312745683,-185.2136233652191,-6,-0.010088956376986315,-0.010088956376986315,1
3.0147960536750142,-185.63184611715326,-3,-0.022789164664006153,-0.022789164664006153,-1
12.362457345120324,-186.12173628692793,0,-0.031764781159671476,-0.031764781159671476,-1
24.17895593651842,-186.12173628692793,3,-0.031764781159671476,-0.031764781159671476,-1
34.4715240456278,-185.5823256492101,6,-0.0216639416047828,-0.0216639416047828,-1
38.905713027561866,-185.11627360724043,9,-0.0014899481941257574,-0.0014899481941257574,-1
33.73190380268431,-185.9357244856685,12,0.028623686326118888,0.028623686326118888,-1
24.33262735010955,-187.93360237061378,9,0.05305330999720522,0.05305330999720522,1
5.501666820812394,-190.9161335148203,6,0.07612739359063969,0.07612739359063969,1
-18.64754595903249,-193.45431805631395,3,0.09128402076445138,0.09128402076445138,1
-47.769626842146934,-194.98054164349912,0,0.09929142206962008,0.09929142206962008,1
-78.25209341752107,-194.98054164349912,-3,0.09929142206962008,0.09929142206962008,1
-105.53803438745972,-193.55054607161645,-6,0.09180738032688071,0.09180738032688071,1
-130.50685507171946,-190.92621726811154,-9,0.07618037506836452,0.07618037506836452,1
-149.01458910494614,-187.99488017158302,-12,0.05357559487005072,0.05357559487005072,1
-160.44091856224608,-185.56613886963044,-9,0.020933459411662796,0.020933459411662796,-1
-162.0026222986713,-185.3187892973842,-6,-0.01371677459474852,-0.01371677459474852,-1
-148.59215402397672,-186.7282863099506,-9,-0.03995341887492942,-0.03995341887492942,1
-131.024673706578,-189.51070184793392,-12,-0.06615619176916751,-0.06615619176916751,1
-126.02615680989425,-190.57316941294255,-9,-0.07374496848401609,-0.07374496848401609,-1
-98.26157318714478,-194.97064745087533,-6,-0.09916556905305499,-0.09916556905305499,-1
-67.35414122335763,-198.21914945145514,-3,-0.11437446045850051,-0.11437446045850051,-1
-23.423895784225092,-200.52143605827902,0,-0.12403044438532158,-0.12403044438532158,-1
26.80843419183022,-200.52143605827902,3,-0.12403044438532158,-0.12403044438532158,-1
74.82347060356943,-198.00507462774542,6,-0.11343241324612773,-0.11343241324612773,-1
112.99604276731212,-193.99297562235137,9,-0.09409464754160936,-0.09409464754160936,-1
145.85947753089877,-188.78791890017877,12,-0.060383020325437964,-0.060383020325437964,-1
157.63473303107875,-186.2850110782745,9,-0.03377032390076529,-0.03377032390076529,1
163.92310297480657,-185.2890311241833,6,-0.01194771602765297,-0.01194771602765297,1
164.98935302327467,-185.17696372823707,3,0.005456273106411299,0.005456273106411299,1
161.67906187500452,-185.35044873609823,0,0.01424871375522573,0.01424871375522573,1
148.3707632276269,-185.35044873609823,3,0.01424871375522573,0.01424871375522573,-1
141.24053549447075,-185.72412813737523,6,0.024009369594535163,0.024009369594535163,-1
135.21347839080397,-186.35759736515868,3,0.03477580131110342,0.03477580131110342,1
123.95498119345278,-186.94763020133618,0,0.042416850922573614,0.042416850922573614,1
110.89059110929877,-186.94763020133618,-3,0.042416850922573614,0.042416850922573614,1
89.78992362426203,-185.84179107705557,0,0.02632354437786756,0.02632354437786756,-1
79.12888815122307,-185.84179107705557,3,0.02632354437786756,0.02632354437786756,-1
61.358537688019766,-186.7730956819134,0,0.04029724469473428,0.04029724469473428,1
50.27679539696778,-186.7730956819134,-3,0.04029724469473428,0.04029724469473428,1
36.27578359692684,-186.0393337457576,0,0.029830053446144977,0.029830053446144977,-1
21.83803772899265,-186.0393337457576,3,0.029830053446144977,0.029830053446144977,-1
15.284838134683618,-186.38277238369386,0,0.035115985026682575,0.035115985026682575,1
4.398882776412173,-186.38277238369386,-3,0.035115985026682575,0.035115985026682575,1
-5.239395887193863,-185.87765160282316,-6,0.026977743830904392,0.026977743830904392,1
-11.941513490404933,-185.17323065747703,-3,0.0047131811548943095,0.0047131811548943095,-1
-11.357681083911743,-185.20382801737483,0,-0.007245584846618304,-0.007245584846618304,-1
-8.77100729366897,-185.20382801737483,3,-0.007245584846618304,-0.007245584846618304,-1
-7.781988671323807,-185.15199574770813,0,-0.0007035903162503705,-0.0007035903162503705,1
-7.566690034551103,-185.15199574770813,-3,-0.0007035903162503705,-0.0007035903162503705,1
-6.08917730984257,-185.22942890847253,-6,-0.008815663533906596,-0.008815663533906596,1
0.5273515891700579,-185.92485411851652,-3,-0.02778757961698561,-0.02778757961698561,-1
11.294148798476137,-186.4891180502471,0,-0.03655385228767915,-0.03655385228767915,-1
26.061905122698157,-186.4891180502471,3,-0.03655385228767915,-0.03655385228767915,-1
39.05761422694793,-185.80804179588495,6,-0.025589469454781855,-0.025589469454781855,-1
45.05456960199346,-185.1777363872684,9,-0.00484056949615274,-0.00484056949615274,-1
43.76705817079568,-185.38165816471033,6,0.015026607563956644,0.015026607563956644,1
35.96451916193982,-186.20173806036675,3,0.032326068234753216,0.032326068234753216,1
24.65706405515263,-186.79433667185614,0,0.0404643094305314,0.0404643094305314,1
11.99173520339604,-186.79433667185614,-3,0.0404643094305314,0.0404643094305314,1
0.7246889511096426,-186.20385579869452,-6,0.03235223621287469,0.03235223621287469,1
-9.151358770853301,-185.16584135543027,-3,-0.002612534750155268,-0.002612534750155268,-1
-5.919817033441014,-185.3351992815485,0,-0.0132629018455942,-0.0132629018455942,-1
-0.25655794537231336,-185.3351992815485,3,-0.0132629018455942,-0.0132629018455942,-1
3.054704227325483,-185.1616633844535,6,-0.0014349757346890303,-0.0014349757346890303,-1
0.47771507155670906,-185.43251585895857,3,0.016491655715713486,0.016491655715713486,1
-5.936608875662858,-185.76867633263436,0,0.024656064889613142,0.024656064889613142,1
-13.53067686166387,-185.76867633263436,-3,0.024656064889613142,0.024656064889613142,1
-20.340081012975954,-185.41181058282336,-6,0.015837456262676654,0.015837456262676654,1
-22.434701967769318,-185.19165704919837,-3,0.00548913839917901,0.00548913839917901,-1
-22.61703650666094,-185.18210130092842,0,-0.004507029243223239,-0.004507029243223239,-1
-20.796196692398045,-185.18210130092842,3,-0.004507029243223239,-0.004507029243223239,-1
-21.184067135455603,-185.2024287294986,6,0.0063526816771875706,0.0063526816771875706,-1
-21.405702496807308,-185.2257235446613,3,0.007972872857836192,0.007972872857836192,1
-24.958349838686672,-185.41190990242498,0,0.015797098316156187,0.015797098316156187,1
-30.092406791437426,-185.41190990242498,-3,0.015797098316156187,0.015797098316156187,1
-33.738367910213015,-185.22083317683763,-6,0.007632689142257062,0.007632689142257062,1
-34.277987418044155,-185.1641168811326,-3,-0.0010431733089581643,-0.0010431733089581643,-1
-31.001793656676544,-185.33581492066685,0,-0.013132779201078056,-0.013132779201078056,-1
-25.853744209853435,-185.33581492066685,3,-0.013132779201078056,-0.013132779201078056,-1
-22.849285288143637,-185.17835790063293,6,-0.0038431469679556644,-0.0038431469679556644,-1
-22.860646597159988,-185.1795520223287,3,0.003944223545484531,0.003944223545484531,1
-25.31732544267574,-185.30830110503385,0,0.01200396080689776,0.01200396080689776,1
-25.797483874951627,-185.30830110503385,3,0.01200396080689776,0.01200396080689776,-1
-30.06658902240427,-185.53203542533763,0,0.01917398681218119,0.01917398681218119,1
-36.336482709988175,-185.53203542533763,-3,0.01917398681218119,0.01917398681218119,1
-41.196370619150606,-185.2773394924539,-6,0.010617057966459769,0.010617057966459769,1
-42.15255870937266,-185.17684007446098,-3,-0.003389756111405774,-0.003389756111405774,-1
-42.055373461940846,-185.18193333745793,-6,-0.0040701235425640424,-0.0040701235425640424,1
-38.53345258751508,-185.55210213763067,-3,-0.019644864569444337,-0.019644864569444337,-1
-37.89188068747412,-185.58572549616218,-6,-0.02048223986933148,-0.02048223986933148,1
-30.593414952619888,-186.3528251558368,-9,-0.03443678971556315,-0.03443678971556315,1
-27.782395028825913,-186.79804697320765,-6,-0.04038129938709172,-0.04038129938709172,-1
-15.577161646454396,-188.08086869410093,-9,-0.05396999961188661,-0.05396999961188661,1
-9.118076353191778,-189.1038873032833,-6,-0.06273032965413926,-0.06273032965413926,-1
16.799806864680193,-191.82796659860284,-3,-0.08159771727395312,-0.08159771727395312,-1
49.56473300078017,-193.5451036157687,0,-0.09151538098198886,-0.09151538098198886,-1
84.9811854408097,-193.5451036157687,3,-0.09151538098198886,-0.09151538098198886,-1
120.32995824189008,-191.6925529328833,6,-0.0807603419740662,-0.0807603419740662,-1
151.14163843908997,-188.45411484850604,9,-0.05729370197047569,-0.05729370197047569,-1
162.22068926038096,-186.69936558484923,6,-0.039069086793289416,-0.039069086793289416,1
174.82891483058833,-185.37418767823542,9,-0.014139048303954183,-0.014139048303954183,-1
174.2696917722373,-185.4627599093489,6,0.016913193006531786,0.016913193006531786,1
167.23042064005358,-186.20261711852484,3,0.03201755594870764,0.03201755594870764,1
153.27250114558038,-186.9341206826416,0,0.041909051678624534,0.041909051678624534,1
142.29232960577937,-186.9341206826416,3,0.041909051678624534,0.041909051678624534,-1
114.0139006127292,-188.41613034778055,0,0.05690330314222871,0.05690330314222871,1
93.870131300378,-188.41613034778055,-3,0.05690330314222871,0.05690330314222871,1
77.95344103435298,-187.58197195740217,-6,0.04902674172766526,0.04902674172766526,1
65.90603888788445,-186.31573896785955,-9,0.0337133218589541,0.0337133218589541,1
60.52414639459809,-185.46333093742334,-6,0.016818399634609103,0.016818399634609103,-1
57.841359039850374,-185.18135862412214,-3,-6.29471831168772e-05,-6.29471831168772e-05,-1
60.10138131154062,-185.2998013725116,0,-0.01087032214728468,-0.01087032214728468,-1
64.31906630468669,-185.2998013725116,3,-0.01087032214728468,-0.01087032214728468,-1
66.55242384515896,-185.18275606347044,6,-0.0009264904611254515,-0.0009264904611254515,-1
66.48775776069918,-185.1895527428252,3,0.0027320057532424216,0.0027320057532424216,1
64.2503090956253,-185.30681245862155,0,0.011158094708356272,0.011158094708356272,1
63.91556625437475,-185.30681245862155,3,0.011158094708356272,0.011158094708356272,-1
59.54398814917168,-185.5359171590776,0,0.018799144319826166,0.018799144319826166,1
58.28444547974317,-185.5359171590776,3,0.018799144319826166,0.018799144319826166,-1
52.46548993807928,-185.84087569676296,0,0.02565515458765216,0.02565515458765216,1
48.796802832044854,-185.84087569676296,3,0.02565515458765216,0.02565515458765216,-1
44.00137005745391,-186.0921936791804,0,0.03015604682454556,0.03015604682454556,1
34.381591120424346,-186.0921936791804,-3,0.03015604682454556,0.03015604682454556,1
25.74254140200927,-185.63944026832252,-6,0.021363606175730545,0.021363606175730545,1
21.666832611249635,-185.21106601270415,-3,0.005213958600878161,0.005213958600878161,-1
21.177459168371985,-185.18541903732287,0,-0.0011710280607609732,-0.0011710280607609732,-1
21.520570390174722,-185.18541903732287,-3,-0.0011710280607609732,-0.0011710280607609732,1
22.609792365668195,-185.2425027422048,0,-0.007634518656764485,-0.007634518656764485,-1
23.36560971268793,-185.2425027422048,-3,-0.007634518656764485,-0.007634518656764485,1
26.66402815632254,-185.41536552798192,0,-0.015197064333869754,-0.015197064333869754,-1
27.42388137301597,-185.41536552798192,-3,-0.015197064333869754,-0.015197064333869754,1
33.95470584570606,-185.75763153548291,-6,-0.023937169026441794,-0.023937169026441794,1
35.317419151258235,-185.90085847534934,-3,-0.026759437534668425,-0.026759437534668425,-1
46.45528900244578,-186.48456950019363,0,-0.03604906976779143,-0.03604906976779143,-1
61.55984923515053,-186.48456950019363,3,-0.03604906976779143,-0.03604906976779143,-1
74.14321014908953,-185.82510349877705,6,-0.025294030759865922,-0.025294030759865922,-1
80.17313217901672,-185.1913331551099,9,-0.0021932403777146013,-0.0021932403777146013,-1
69.53717871108223,-186.87590269244666,6,0.041060889205909126,0.041060889205909126,1
54.20127821023176,-188.48777078669906,3,0.057419593707296816,0.057419593707296816,1
35.29675748485605,-189.47851473632625,0,0.0654793309687098,0.0654793309687098,1
12.378991645807709,-189.47851473632625,-3,0.0654793309687098,0.0654793309687098,1
-7.545148034786566,-188.43433482154117,-6,0.0569485701011103,0.0569485701011103,1
-21.859523620973057,-186.92983332224935,-3,0.041687414464032964,0.041687414464032964,-1
-36.16569006187238,-186.18007890902823,0,0.03142956704041545,0.03142956704041545,-1
-48.108925537228984,-186.18007890902823,3,0.03142956704041545,0.03142956704041545,-1
-49.159339953268834,-186.23512879589978,0,0.032293110318424065,0.032293110318424065,1
-56.58675532650714,-186.23512879589978,-3,0.032293110318424065,0.032293110318424065,1
-65.84884366775762,-185.74972331441148,-6,0.023605341582094944,0.023605341582094944,1
-70.79400735707272,-185.22996566658244,-9,0.006044559753129244,0.006044559753129244,1
-68.67995715023626,-185.56479832540984,-12,-0.019219606350868144,-0.019219606350868144,1
-63.26297180364517,-186.71621410529812,-9,-0.038971216978555295,-0.038971216978555295,-1
-44.38608074375627,-189.70601993088601,-6,-0.0671294206857963,-0.0671294206857963,-1
-17.656685461189284,-192.5153925811742,-3,-0.08552643022090567,-0.08552643022090567,-1
19.08250022509044,-194.4408117156594,0,-0.09612446136009953,-0.09612446136009953,-1
57.340035846409535,-194.4408117156594,3,-0.09612446136009953,-0.09612446136009953,-1
93.64133060852161,-192.538341472078,6,-0.085657270111513,-0.085657270111513,-1
123.67655124628969,-189.38151257590954,3,-0.06464704899471196,-0.06464704899471196,1
127.94243860133541,-189.15794689295998,6,-0.06289379446057372,-0.06289379446057372,-1
141.1498314442536,-187.76979396835168,3,-0.050663964258258275,-0.050663964258258275,1
154.0282054902082,-187.09486698382688,6,-0.0434939382529746,-0.0434939382529746,-1
155.46797153908395,-186.9435414742983,3,-0.0417169543774245,-0.0417169543774245,1
168.34611126152322,-186.26862677014856,6,-0.03263666596927328,-0.03263666596927328,-1
178.27211911794927,-185.2253613051578,9,-0.004518509350274633,-0.004518509350274633,-1
173.3164801806743,-186.0102574046887,6,0.028332728308174047,0.028332728308174047,1
172.44698488687675,-186.1016450426104,9,0.02990065525718884,0.02990065525718884,-1
163.55486594103894,-187.5100183251456,6,0.04796883596933495,0.04796883596933495,1
144.90818191239913,-189.46986379021652,3,0.06526829664013188,0.06526829664013188,1
124.75807843925958,-190.52588596556723,0,0.07290934625160005,0.07290934625160005,1
101.79163437000364,-190.52588596556723,-3,0.07290934625160005,0.07290934625160005,1
80.48041078974407,-189.40901206392144,-6,0.06479727303394549,0.06479727303394549,1
52.31152377569543,-186.44834273602459,-3,0.03516345369756557,0.03516345369756557,-1
41.83483067972846,-185.89928251663497,0,0.02621400518002172,0.02621400518002172,-1
31.53272664397941,-185.89928251663497,3,0.02621400518002172,0.02621400518002172,-1
27.18941555296976,-186.1269058056502,0,0.0302438738107286,0.0302438738107286,1
19.084057371694353,-186.1269058056502,-3,0.0302438738107286,0.0302438738107286,1
10.37277255508024,-185.67036671370937,-6,0.02139909720567064,0.02139909720567064,1
6.209695028898039,-185.23280963396823,-9,0.004413221924677031,0.004413221924677031,1
9.452183858373457,-185.74636941248312,-6,-0.02304102668988363,-0.02304102668988363,-1
22.17958181954441,-187.0840728421139,-3,-0.04321502010054065,-0.04321502010054065,-1
